tenure,Contract,MonthlyCharges,TotalCharges,InternetService_Fiber optic,PaymentMethod_Electronic check,OnlineSecurity_No,services_count,tenure_group,avg_charge_per_month
12,0.0,74.15,741.4,False,True,True,4,1,61.78333333333333
71,1.0,92.0,6585.2,True,True,False,4,4,92.74929577464788
44,0.0,73.85,3122.4,True,True,True,1,3,70.96363636363637
1,0.0,50.45,50.45,False,True,True,0,0,50.45
45,2.0,24.45,1088.25,False,False,False,0,3,24.183333333333334
23,1.0,24.8,615.35,False,False,False,0,2,26.75434782608696
43,1.0,64.85,2908.2,False,False,True,2,3,67.63255813953488
35,0.0,20.75,739.9,False,False,False,0,3,21.14
9,0.0,68.95,593.85,False,False,False,4,1,65.98333333333333
12,0.0,99.95,1132.75,True,False,True,3,1,94.39583333333331
65,0.0,109.4,7227.45,True,False,False,5,4,111.19153846153846
2,0.0,91.4,193.6,True,True,True,2,0,96.8
27,0.0,49.0,1291.35,False,False,True,0,3,47.827777777777776
40,1.0,50.25,2023.55,False,False,True,1,3,50.58875
5,0.0,75.55,349.65,True,False,True,1,0,69.92999999999999
8,1.0,19.9,153.95,False,False,False,0,1,19.24375
58,1.0,97.8,5458.8,True,False,True,3,4,94.11724137931034
52,1.0,100.3,5244.45,True,True,False,4,4,100.85480769230767
3,0.0,55.8,154.55,False,False,True,2,0,51.51666666666667
41,2.0,111.15,4507.15,True,True,False,6,3,109.93048780487804
20,0.0,98.55,2031.95,True,False,True,3,2,101.5975
1,0.0,50.05,50.05,False,True,True,0,0,50.05
4,0.0,80.8,332.45,True,False,True,1,0,83.1125
23,0.0,20.85,473.9,False,True,False,0,2,20.604347826086958
6,0.0,19.5,106.8,False,False,False,0,0,17.8
8,0.0,19.35,152.6,False,False,False,0,1,19.075
18,0.0,69.5,1199.4,False,False,False,3,2,66.63333333333334
52,0.0,48.8,2555.05,False,False,False,3,4,49.135576923076925
31,0.0,94.5,2979.2,True,True,True,3,3,96.1032258064516
29,0.0,20.65,654.85,False,False,False,0,3,22.58103448275862
36,2.0,106.05,3834.4,True,False,False,5,3,106.51111111111112
16,0.0,100.0,1534.75,True,True,True,3,2,95.921875
42,1.0,108.3,4586.15,True,True,True,4,3,109.1940476190476
1,0.0,20.55,20.55,False,True,False,0,0,20.55
60,2.0,99.65,5941.05,True,True,True,4,4,99.0175
5,0.0,85.3,424.15,True,True,True,2,0,84.83
22,0.0,95.9,2234.95,True,False,False,3,2,101.58863636363635
36,1.0,20.0,666.75,False,False,False,0,3,18.52083333333333
4,0.0,70.4,281.0,True,True,True,0,0,70.25
9,0.0,64.95,547.8,False,False,False,3,1,60.86666666666666
1,0.0,74.6,74.6,True,False,True,1,0,74.6
12,0.0,49.2,571.15,False,True,False,1,1,47.59583333333333
23,1.0,73.75,1756.6,False,False,True,3,2,76.37391304347825
62,1.0,92.3,5731.45,True,False,False,3,4,92.44274193548388
37,0.0,98.8,3475.55,True,False,True,3,3,93.9337837837838
8,0.0,19.2,156.85,False,False,False,0,1,19.60625
31,0.0,88.65,2683.2,True,False,True,2,3,86.55483870967741
13,0.0,74.4,896.75,True,False,True,0,2,68.98076923076923
24,0.0,98.75,2407.3,True,True,True,3,2,100.30416666666667
45,0.0,95.95,4456.65,True,False,True,3,3,99.03666666666666
69,2.0,105.4,6998.95,True,False,True,4,4,101.4340579710145
2,0.0,20.25,36.8,False,False,False,0,0,18.4
61,1.0,106.0,6547.7,True,True,False,4,4,107.33934426229509
41,0.0,104.7,4346.4,True,True,True,4,3,106.00975609756097
44,1.0,49.05,2265.0,False,True,True,3,3,51.47727272727273
39,1.0,35.55,1309.15,False,False,True,2,3,33.56794871794872
72,2.0,65.1,4754.3,False,False,False,6,4,66.03194444444445
13,0.0,96.85,1235.55,True,True,True,3,2,95.04230769230767
51,1.0,69.75,3562.5,False,False,False,4,4,69.8529411764706
71,2.0,99.2,7213.75,True,True,True,4,4,101.60211267605634
22,0.0,96.7,2082.95,True,True,True,2,2,94.67954545454543
2,0.0,55.05,102.75,False,False,True,2,0,51.375
56,1.0,106.8,5914.4,True,True,True,4,4,105.61428571428571
1,0.0,51.25,51.25,False,False,False,1,0,51.25
23,1.0,57.75,1282.85,False,False,False,3,2,55.77608695652174
66,1.0,70.85,4738.85,False,False,True,3,4,71.80075757575759
1,0.0,19.55,19.55,False,False,False,0,0,19.55
19,0.0,88.2,1775.8,True,True,True,2,2,93.46315789473684
11,0.0,79.5,795.65,True,False,False,2,1,72.33181818181818
8,1.0,19.75,145.0,False,False,False,0,1,18.125
52,0.0,98.15,4993.4,True,False,False,4,4,96.02692307692308
3,0.0,20.25,61.45,False,True,False,0,0,20.48333333333333
51,0.0,79.15,4018.55,True,False,False,2,4,78.79509803921569
15,0.0,75.65,1146.65,True,True,True,0,2,76.44333333333334
64,0.0,94.25,6081.4,True,True,True,3,4,95.021875
37,0.0,40.2,1478.85,False,False,True,2,3,39.96891891891892
13,2.0,19.95,243.65,False,False,False,0,2,18.74230769230769
49,1.0,55.35,2633.95,False,True,False,1,4,53.754081632653055
45,1.0,102.15,4735.35,True,False,True,3,3,105.23
18,0.0,71.1,1247.75,True,True,True,0,2,69.31944444444444
1,0.0,74.7,74.7,True,True,True,0,0,74.7
68,2.0,54.1,3794.5,False,False,False,4,4,55.8014705882353
54,2.0,19.65,1008.7,False,False,False,0,4,18.67962962962963
23,0.0,88.45,2130.55,True,False,True,3,2,92.63260869565218
17,0.0,76.65,1313.55,True,True,True,1,2,77.26764705882353
71,2.0,80.4,5727.15,False,False,False,5,4,80.66408450704225
67,2.0,19.25,1372.9,False,False,False,0,4,20.49104477611941
14,0.0,84.8,1203.9,True,True,True,1,2,85.99285714285715
1,0.0,25.8,25.8,False,False,True,0,0,25.8
63,2.0,19.5,1215.1,False,False,False,0,4,19.287301587301585
41,1.0,68.6,2877.05,False,True,True,3,3,70.1719512195122
17,0.0,92.6,1579.7,True,True,True,2,2,92.9235294117647
56,1.0,100.55,5514.95,True,True,False,3,4,98.48125
5,0.0,20.55,96.1,False,False,False,0,0,19.22
2,0.0,42.6,72.4,False,True,False,3,0,36.2
3,0.0,19.6,55.25,False,False,False,0,0,18.416666666666668
37,1.0,67.45,2443.3,False,True,False,4,3,66.03513513513514
29,0.0,68.85,1970.5,False,False,False,4,3,67.94827586206897
8,0.0,43.55,335.4,False,False,True,0,1,41.925
63,0.0,109.85,7002.95,True,False,True,5,4,111.15793650793653
7,0.0,20.65,158.95,False,False,False,0,1,22.707142857142856
3,0.0,95.4,293.15,True,True,True,3,0,97.71666666666664
72,2.0,21.0,1493.75,False,False,False,0,4,20.74652777777778
19,0.0,56.2,1093.4,False,True,True,1,2,57.54736842105264
59,2.0,18.4,1057.85,False,False,False,0,4,17.92966101694915
2,0.0,90.0,190.05,True,False,True,3,0,95.025
35,0.0,25.75,882.55,False,True,False,0,3,25.215714285714284
14,0.0,19.6,300.4,False,False,False,0,2,21.457142857142856
14,0.0,75.35,1025.95,True,True,True,1,2,73.28214285714286
69,2.0,19.8,1436.95,False,False,False,0,4,20.82536231884058
7,0.0,64.2,475.0,False,True,False,3,1,67.85714285714286
69,2.0,75.75,5388.15,False,False,False,5,4,78.0891304347826
72,2.0,78.95,5730.15,False,True,True,4,4,79.58541666666666
8,0.0,100.85,819.55,True,True,True,3,1,102.44375
4,0.0,50.3,217.1,False,True,False,1,0,54.275
63,0.0,80.3,4896.35,True,False,True,2,4,77.71984126984128
72,2.0,19.85,1434.1,False,False,False,0,4,19.918055555555554
46,2.0,21.1,937.1,False,True,False,0,3,20.371739130434783
5,0.0,69.95,330.15,True,True,True,0,0,66.03
30,0.0,50.0,1474.9,False,False,True,1,3,49.16333333333333
63,2.0,104.75,6536.5,True,False,True,4,4,103.75396825396824
60,2.0,19.85,1128.1,False,False,False,0,4,18.801666666666662
63,1.0,107.5,6873.75,True,True,True,4,4,109.10714285714286
25,0.0,85.9,2199.05,True,True,True,2,3,87.962
1,0.0,45.85,45.85,False,False,True,0,0,45.85
6,0.0,80.8,457.1,True,True,True,1,0,76.18333333333334
22,2.0,25.25,566.5,False,False,False,0,2,25.75
31,2.0,80.55,2471.6,False,False,True,4,3,79.7290322580645
39,0.0,81.5,3107.3,True,False,True,2,3,79.67435897435898
26,0.0,20.9,518.3,False,False,False,0,3,19.934615384615384
53,1.0,106.1,5769.75,True,False,False,5,4,108.8632075471698
1,0.0,91.7,91.7,True,True,True,3,0,91.7
12,0.0,67.25,832.3,False,True,False,3,1,69.35833333333333
16,0.0,95.6,1555.65,True,False,True,3,2,97.228125
2,0.0,20.35,45.3,False,False,False,0,0,22.65
39,1.0,45.05,1790.6,False,False,False,3,3,45.91282051282051
1,0.0,74.95,74.95,True,True,True,0,0,74.95
7,0.0,34.65,246.6,False,False,False,2,1,35.22857142857143
4,0.0,69.35,261.65,True,True,True,0,0,65.4125
10,0.0,95.35,898.35,True,True,True,2,1,89.83500000000001
55,0.0,81.55,4509.5,True,True,True,2,4,81.99090909090908
72,2.0,75.4,5480.25,False,False,True,4,4,76.11458333333333
10,0.0,67.8,653.15,False,False,True,3,1,65.315
11,0.0,111.4,1183.05,True,True,True,5,1,107.55
15,0.0,46.3,639.45,False,True,True,0,2,42.63
23,2.0,20.4,478.75,False,False,False,0,2,20.815217391304348
1,0.0,20.05,20.05,False,False,False,0,0,20.05
3,0.0,45.0,127.1,False,True,True,0,0,42.36666666666667
47,1.0,96.1,4391.45,True,True,False,4,3,93.43510638297872
15,1.0,19.65,270.6,False,False,False,0,2,18.040000000000003
66,0.0,99.5,6710.5,True,True,True,4,4,101.67424242424242
68,1.0,60.65,3975.9,False,False,True,3,4,58.46911764705882
17,1.0,98.6,1704.95,True,False,True,4,2,100.29117647058824
7,0.0,59.5,415.95,False,False,True,2,1,59.42142857142857
12,0.0,80.45,950.2,True,True,True,1,1,79.18333333333334
21,1.0,71.7,1497.05,False,False,True,3,2,71.28809523809524
21,0.0,36.0,780.15,False,False,True,2,2,37.15
56,1.0,65.2,3512.15,False,False,False,2,4,62.71696428571429
6,0.0,48.95,273.25,False,False,True,0,0,45.54166666666666
65,2.0,53.5,3517.9,False,False,True,4,4,54.121538461538464
42,1.0,80.45,3375.9,False,False,False,4,3,80.37857142857143
68,2.0,109.05,7508.55,True,False,False,5,4,110.41985294117649
48,2.0,26.3,1245.05,False,False,False,0,3,25.938541666666666
50,1.0,106.8,5347.95,True,True,True,4,4,106.959
7,0.0,64.95,493.65,False,True,True,3,1,70.52142857142857
63,2.0,19.35,1263.85,False,True,False,0,4,20.06111111111111
17,0.0,21.1,385.55,False,False,False,0,2,22.679411764705883
42,0.0,77.95,3384.0,True,False,True,1,3,80.57142857142857
4,0.0,18.85,84.2,False,False,False,0,0,21.05
62,2.0,26.0,1638.7,False,False,False,0,4,26.43064516129032
2,0.0,74.7,165.4,True,True,True,1,0,82.7
2,0.0,70.35,120.25,True,True,True,0,0,60.125
48,2.0,96.9,4473.45,True,False,False,4,3,93.196875
27,2.0,19.55,520.55,False,False,False,0,3,19.27962962962963
70,2.0,80.4,5717.85,False,False,True,5,4,81.68357142857144
1,0.0,88.8,88.8,True,True,True,2,0,88.8
46,1.0,94.65,4312.5,True,True,True,3,3,93.75
30,0.0,90.25,2755.35,True,True,True,2,3,91.845
15,0.0,64.65,994.55,False,False,False,2,2,66.30333333333333
69,1.0,95.75,6511.25,True,False,True,3,4,94.3659420289855
65,2.0,19.55,1218.65,False,False,False,0,4,18.74846153846154
72,2.0,104.1,7447.7,True,False,False,5,4,103.44027777777778
13,0.0,89.05,1169.35,True,False,True,3,2,89.94999999999999
17,1.0,20.1,279.5,False,False,False,0,2,16.441176470588236
51,1.0,111.55,5720.35,True,True,False,5,4,112.16372549019609
51,2.0,60.5,3121.45,False,False,False,3,4,61.20490196078431
72,2.0,90.95,6468.6,False,False,False,6,4,89.84166666666667
67,1.0,87.4,5918.8,True,True,True,2,4,88.34029850746269
34,0.0,19.7,675.6,False,False,False,0,3,19.87058823529412
67,2.0,50.95,3521.7,False,False,False,4,4,52.56268656716418
49,1.0,20.05,923.1,False,False,False,0,4,18.838775510204083
53,2.0,19.4,1110.35,False,False,False,0,4,20.95
27,0.0,59.45,1611.65,False,True,True,2,3,59.69074074074074
23,0.0,94.75,2293.6,True,True,True,3,2,99.72173913043478
69,2.0,81.5,5553.25,False,False,False,5,4,80.48188405797102
2,0.0,29.05,44.75,False,False,True,1,0,22.375
35,0.0,86.45,3029.1,True,True,True,1,3,86.54571428571428
46,1.0,70.6,3231.05,False,False,False,4,3,70.24021739130436
54,2.0,97.2,5129.45,True,False,True,3,4,94.9898148148148
56,1.0,98.25,5508.35,True,True,True,3,4,98.36339285714288
9,0.0,75.75,655.9,True,False,True,1,1,72.87777777777778
20,0.0,59.2,1191.2,False,False,False,2,2,59.56
11,0.0,75.9,866.4,True,False,True,1,1,78.76363636363637
30,0.0,90.05,2627.2,True,True,True,2,3,87.57333333333332
68,2.0,70.95,4741.45,False,False,False,4,4,69.72720588235293
38,0.0,102.6,4009.2,True,True,True,4,3,105.50526315789472
17,0.0,85.35,1463.45,True,False,False,2,2,86.08529411764707
48,1.0,106.1,5082.8,True,False,True,4,3,105.89166666666668
1,0.0,43.8,43.8,False,True,True,0,0,43.8
63,2.0,59.0,3707.6,False,True,False,5,4,58.85079365079365
3,1.0,69.95,220.45,False,True,True,3,0,73.48333333333333
48,1.0,24.35,1133.7,False,False,False,0,3,23.61875
66,1.0,29.45,1983.15,False,False,True,1,4,30.04772727272728
68,2.0,84.4,5746.75,True,False,True,2,4,84.51102941176471
17,0.0,45.05,770.6,False,True,True,0,2,45.32941176470588
7,1.0,20.65,134.05,False,False,False,0,1,19.15
72,2.0,87.1,6230.1,False,False,False,6,4,86.52916666666667
29,0.0,19.85,573.05,False,False,False,0,3,19.76034482758621
37,0.0,90.35,3419.3,True,True,True,3,3,92.41351351351352
34,0.0,109.8,3587.25,True,False,False,5,3,105.50735294117646
42,0.0,84.65,3541.35,True,True,True,1,3,84.31785714285714
59,1.0,65.5,3801.3,False,False,False,3,4,64.42881355932204
11,0.0,79.5,868.5,True,False,True,1,1,78.95454545454545
60,0.0,80.95,4859.1,True,True,False,1,4,80.985
27,0.0,56.15,1439.35,False,False,True,2,3,53.30925925925926
1,0.0,85.8,85.8,True,False,True,1,0,85.8
1,0.0,79.1,79.1,True,True,True,1,0,79.1
17,0.0,34.4,592.75,False,False,False,2,2,34.86764705882353
58,2.0,20.75,1185.95,False,False,False,0,4,20.44741379310345
1,1.0,18.8,18.8,False,False,False,0,0,18.8
3,0.0,44.3,134.5,False,False,True,0,0,44.833333333333336
53,0.0,90.8,4921.2,True,True,False,3,4,92.85283018867923
35,0.0,25.6,901.25,False,True,False,0,3,25.75
50,0.0,105.95,5341.8,True,False,False,4,4,106.836
68,2.0,70.8,4859.95,False,False,True,3,4,71.46985294117647
47,0.0,25.4,1139.2,False,True,False,0,3,24.238297872340425
65,0.0,108.8,7082.45,True,False,True,4,4,108.96076923076924
5,0.0,69.75,324.6,True,True,True,0,0,64.92
51,0.0,94.65,4812.75,True,True,True,2,4,94.36764705882354
46,0.0,96.05,4399.5,True,False,True,2,3,95.6413043478261
9,0.0,76.85,663.55,True,True,True,0,1,73.72777777777777
8,2.0,20.25,174.65,False,False,False,0,1,21.83125
14,1.0,24.8,321.7,False,False,False,0,2,22.978571428571428
45,0.0,115.65,5125.5,True,True,False,6,3,113.9
8,0.0,74.6,548.9,True,False,True,0,1,68.6125
1,0.0,50.15,50.15,False,False,True,1,0,50.15
66,1.0,103.15,7031.3,True,False,False,5,4,106.53484848484848
72,2.0,72.1,5016.65,False,False,False,4,4,69.67569444444445
41,0.0,113.6,4594.95,True,False,False,6,3,112.0719512195122
23,2.0,25.1,611.45,False,False,False,0,2,26.58478260869565
29,0.0,78.9,2384.15,True,True,True,1,3,82.21206896551725
4,0.0,80.15,319.85,True,True,False,1,0,79.9625
6,2.0,25.4,153.3,False,False,False,0,0,25.55
67,1.0,105.4,7035.6,True,False,False,5,4,105.0089552238806
7,0.0,45.75,344.2,False,False,True,0,1,49.17142857142857
56,1.0,24.45,1431.65,False,False,False,0,4,25.56517857142857
72,2.0,25.0,1849.2,False,False,False,0,4,25.683333333333334
72,2.0,85.25,6083.1,False,True,False,5,4,84.48750000000001
23,2.0,19.6,426.65,False,False,False,0,2,18.55
35,0.0,50.15,1655.35,False,False,True,0,3,47.29571428571428
27,0.0,70.55,1943.9,True,True,True,0,3,71.9962962962963
26,0.0,60.05,1616.15,False,True,True,2,3,62.159615384615385
12,1.0,26.4,314.95,False,False,False,0,1,26.245833333333334
40,2.0,20.15,804.85,False,False,False,0,3,20.12125
7,0.0,58.85,465.7,False,False,False,5,1,66.52857142857142
70,0.0,97.55,6669.05,True,False,False,3,4,95.27214285714284
60,2.0,19.65,1161.75,False,False,False,0,4,19.3625
39,1.0,25.25,947.75,False,False,True,0,3,24.30128205128205
72,2.0,114.45,8375.05,True,False,False,6,4,116.32013888888888
1,0.0,34.7,34.7,False,True,True,1,0,34.7
54,1.0,70.7,3770.0,False,True,True,3,4,69.81481481481481
3,0.0,85.3,264.8,True,True,True,1,0,88.26666666666667
63,2.0,75.55,4707.85,False,False,False,5,4,74.72777777777779
71,2.0,84.8,6152.4,True,True,True,2,4,86.65352112676055
42,1.0,20.65,958.1,False,False,False,0,3,22.811904761904763
47,2.0,20.45,943.0,False,False,False,0,3,20.06382978723404
66,1.0,102.45,6615.15,True,False,True,4,4,100.22954545454544
21,0.0,104.4,2200.25,True,False,False,4,2,104.77380952380952
11,0.0,35.65,425.1,False,True,True,2,1,38.64545454545455
1,0.0,99.75,99.75,True,True,True,3,0,99.75
55,0.0,90.45,5044.8,True,True,True,3,4,91.72363636363636
69,2.0,97.65,6743.55,True,False,True,4,4,97.73260869565216
3,0.0,73.85,196.4,True,True,True,1,0,65.46666666666667
4,0.0,74.4,299.7,False,True,True,4,0,74.925
30,2.0,69.1,2093.9,False,False,True,3,3,69.79666666666667
5,0.0,82.75,417.75,True,True,True,2,0,83.55
71,2.0,24.4,1725.4,False,False,False,0,4,24.301408450704223
29,1.0,55.25,1620.2,False,True,True,1,3,55.86896551724138
52,0.0,61.35,3169.55,False,False,True,2,4,60.95288461538462
68,1.0,76.75,5233.25,False,False,False,4,4,76.9595588235294
46,2.0,19.4,967.85,False,False,False,0,3,21.04021739130435
8,0.0,54.75,438.05,False,False,True,1,1,54.75625
72,2.0,19.7,1421.9,False,False,False,0,4,19.748611111111117
17,1.0,19.9,323.15,False,False,False,0,2,19.008823529411764
3,0.0,107.95,318.6,True,True,True,5,0,106.2
2,0.0,83.8,163.7,True,False,True,2,0,81.85
9,0.0,74.25,639.65,True,False,False,1,1,71.07222222222222
51,1.0,56.4,2928.5,False,False,True,4,4,57.42156862745098
6,2.0,20.1,100.35,False,False,False,0,0,16.724999999999998
3,0.0,94.9,273.2,True,True,True,2,0,91.06666666666666
17,0.0,94.2,1608.15,True,True,True,2,2,94.59705882352942
30,0.0,49.9,1441.95,False,True,True,0,3,48.065000000000005
31,0.0,71.05,2168.15,False,True,True,3,3,69.94032258064516
45,2.0,81.65,3618.7,False,False,False,5,3,80.41555555555556
64,1.0,89.45,5692.65,True,False,False,3,4,88.94765625
1,0.0,59.85,59.85,False,True,True,1,0,59.85
1,0.0,69.6,69.6,True,True,True,0,0,69.6
61,1.0,99.0,5969.3,True,True,True,3,4,97.85737704918031
1,0.0,19.05,19.05,False,False,False,0,0,19.05
9,0.0,45.4,418.8,False,True,True,2,1,46.53333333333333
72,2.0,114.45,8100.55,True,False,False,6,4,112.50763888888888
1,0.0,19.5,19.5,False,False,False,0,0,19.5
7,0.0,44.25,313.45,False,False,True,0,1,44.77857142857143
66,1.0,90.55,6130.95,True,False,True,3,4,92.89318181818182
1,0.0,69.9,69.9,True,True,True,0,0,69.9
40,0.0,20.4,745.3,False,False,False,0,3,18.6325
16,0.0,71.4,1212.1,False,False,True,3,2,75.75625
2,0.0,87.15,183.75,True,False,True,2,0,91.875
67,2.0,24.85,1583.5,False,False,False,0,4,23.634328358208958
41,1.0,104.45,4162.05,True,False,False,5,3,101.51341463414634
56,2.0,19.8,1119.9,False,False,False,0,4,19.998214285714287
72,2.0,116.45,8013.55,True,False,False,6,4,111.29930555555556
3,0.0,84.75,264.85,True,False,True,1,0,88.28333333333335
54,2.0,20.05,1102.4,False,False,False,0,4,20.414814814814815
52,0.0,110.75,5832.0,True,True,True,5,4,112.15384615384616
50,2.0,89.7,4304.5,True,False,True,3,4,86.09
14,0.0,89.95,1178.4,True,True,True,2,2,84.17142857142858
27,1.0,48.7,1421.75,False,False,False,1,3,52.657407407407405
72,2.0,96.6,6827.5,True,False,False,4,4,94.82638888888889
62,1.0,74.3,4698.05,False,False,False,4,4,75.775
12,0.0,54.3,654.5,False,True,True,2,1,54.54166666666666
44,1.0,74.85,3268.05,False,False,True,4,3,74.27386363636364
54,2.0,79.95,4362.05,True,False,True,2,4,80.77870370370371
68,2.0,20.05,1386.9,False,False,False,0,4,20.39558823529412
20,0.0,19.4,415.4,False,False,False,0,2,20.77
50,1.0,54.9,2614.1,False,False,True,1,4,52.282
58,2.0,24.45,1513.6,False,False,False,0,4,26.096551724137928
35,0.0,89.65,3161.6,True,False,True,2,3,90.33142857142856
2,0.0,45.4,80.95,False,True,True,0,0,40.475
63,2.0,75.7,4676.7,False,False,False,4,4,74.23333333333333
58,1.0,110.65,6526.65,True,False,False,5,4,112.52844827586206
27,1.0,20.55,583.3,False,False,False,0,3,21.6037037037037
71,2.0,115.15,8078.1,True,False,False,6,4,113.77605633802816
63,1.0,58.55,3503.5,False,False,True,2,4,55.61111111111112
71,0.0,93.25,6669.45,True,False,True,3,4,93.93591549295776
41,0.0,113.2,4689.5,True,True,False,5,3,114.3780487804878
13,0.0,90.5,1201.15,True,True,True,2,2,92.39615384615384
2,0.0,79.0,143.65,True,True,True,1,0,71.825
68,2.0,19.35,1292.65,False,False,False,0,4,19.009558823529414
1,0.0,48.75,48.75,False,False,False,1,0,48.75
65,2.0,109.05,7108.2,True,True,False,5,4,109.35692307692308
72,2.0,25.0,1802.55,False,False,False,0,4,25.035416666666663
28,0.0,54.9,1505.15,False,False,True,1,3,53.75535714285714
72,2.0,24.75,1859.1,False,False,False,0,4,25.820833333333333
2,0.0,91.15,168.5,True,True,False,3,0,84.25
18,1.0,20.15,390.85,False,False,False,0,2,21.71388888888889
60,1.0,104.35,6339.45,True,True,True,4,4,105.6575
26,0.0,66.05,1652.4,False,True,True,2,3,63.55384615384616
1,0.0,71.65,71.65,True,True,True,0,0,71.65
4,0.0,20.35,77.5,False,False,False,0,0,19.375
68,2.0,92.2,6392.85,False,False,False,6,4,94.0125
38,0.0,84.25,3264.5,True,False,True,3,3,85.90789473684211
42,1.0,105.2,4599.15,True,False,False,4,3,109.50357142857142
57,2.0,19.6,1134.25,False,False,False,0,4,19.899122807017545
54,0.0,30.4,1621.35,False,True,True,1,4,30.025
12,0.0,78.1,947.3,True,False,True,1,1,78.94166666666666
44,1.0,61.5,2722.2,False,False,False,3,3,61.86818181818182
42,0.0,69.4,3058.3,False,False,False,3,3,72.81666666666668
72,2.0,24.75,1769.6,False,False,False,0,4,24.577777777777776
71,2.0,91.05,6293.75,False,False,False,6,4,88.6443661971831
19,0.0,89.65,1761.05,True,False,True,2,2,92.68684210526315
23,0.0,73.65,1642.75,False,False,True,3,2,71.42391304347827
30,2.0,19.4,578.5,False,False,False,0,3,19.28333333333333
35,1.0,26.2,954.9,False,False,False,0,3,27.282857142857143
10,0.0,98.7,973.25,True,True,False,3,1,97.325
1,0.0,43.85,43.85,False,False,True,0,0,43.85
22,0.0,69.7,1490.4,True,False,True,0,2,67.74545454545455
7,2.0,38.55,280.0,False,False,False,3,1,40.0
36,2.0,53.1,1901.25,False,False,False,5,3,52.8125
34,0.0,20.65,716.4,False,False,False,0,3,21.07058823529412
72,2.0,64.45,4720.0,False,False,False,3,4,65.55555555555556
36,2.0,25.1,930.95,False,False,False,0,3,25.859722222222224
1,0.0,76.35,76.35,True,True,True,1,0,76.35
23,0.0,79.15,1676.95,True,True,True,1,2,72.9108695652174
32,0.0,85.0,2642.05,True,True,True,1,3,82.5640625
71,1.0,95.15,6770.85,True,False,False,4,4,95.36408450704226
23,0.0,79.35,1835.3,True,False,True,1,2,79.79565217391304
17,1.0,96.65,1588.25,True,False,True,3,2,93.42647058823528
1,0.0,75.5,75.5,False,True,True,4,0,75.5
12,2.0,19.7,258.35,False,False,False,0,1,21.52916666666667
72,2.0,20.5,1502.25,False,False,False,0,4,20.86458333333333
1,0.0,19.2,19.2,False,False,False,0,0,19.2
72,2.0,98.35,6929.4,True,False,True,3,4,96.24166666666666
60,0.0,74.35,4453.3,True,False,True,0,4,74.22166666666666
61,2.0,51.35,3244.4,False,False,True,4,4,53.18688524590164
6,0.0,45.65,323.45,False,False,True,0,0,53.90833333333333
32,0.0,85.3,2661.1,True,True,True,1,3,83.159375
31,0.0,86.55,2697.4,True,False,True,1,3,87.01290322580645
19,0.0,73.85,1424.5,True,False,True,1,2,74.97368421052632
72,2.0,20.3,1401.15,False,False,False,0,4,19.460416666666667
32,0.0,54.2,1739.6,False,True,True,1,3,54.3625
65,0.0,90.65,5931.0,True,True,True,2,4,91.24615384615385
45,0.0,50.9,2333.85,False,False,False,3,3,51.86333333333333
42,1.0,25.05,949.85,False,True,False,0,3,22.61547619047619
8,0.0,74.85,572.45,True,True,True,0,1,71.55625
32,2.0,20.5,696.8,False,False,False,0,3,21.775
22,0.0,63.55,1381.8,False,False,False,3,2,62.809090909090905
57,0.0,44.85,2572.95,False,True,True,2,4,45.13947368421052
1,0.0,47.95,47.95,False,True,False,1,0,47.95
1,0.0,45.1,45.1,False,True,True,0,0,45.1
1,0.0,45.0,45.0,False,True,True,0,0,45.0
24,0.0,96.0,2122.45,True,True,True,3,2,88.43541666666665
1,0.0,20.05,20.05,False,False,False,0,0,20.05
54,0.0,90.05,4931.8,True,True,True,2,4,91.32962962962964
4,2.0,25.3,116.95,False,False,False,0,0,29.2375
65,2.0,108.65,6937.95,True,False,False,5,4,106.7376923076923
56,1.0,24.3,1261.7,False,True,False,0,4,22.530357142857145
45,0.0,75.95,3273.8,False,True,False,4,3,72.75111111111111
71,2.0,19.7,1415.85,False,False,False,0,4,19.94154929577465
59,1.0,66.4,3958.2,False,False,False,4,4,67.08813559322033
69,1.0,35.75,2492.25,False,False,True,2,4,36.119565217391305
19,1.0,18.8,279.2,False,False,False,0,2,14.694736842105264
55,2.0,19.4,1083.0,False,False,False,0,4,19.69090909090909
38,1.0,19.3,755.5,False,False,False,0,3,19.88157894736842
10,0.0,45.55,402.6,False,True,True,0,1,40.260000000000005
47,0.0,67.45,3252.0,False,False,False,3,3,69.19148936170212
2,0.0,35.1,68.75,False,True,True,1,0,34.375
1,0.0,46.2,46.2,False,False,True,0,0,46.2
1,0.0,45.15,45.15,False,True,True,0,0,45.15
1,0.0,43.3,43.3,False,True,True,3,0,43.3
46,2.0,20.1,936.85,False,False,False,0,3,20.366304347826087
38,0.0,57.15,2250.65,False,False,False,2,3,59.227631578947374
65,2.0,58.9,3857.1,False,False,False,3,4,59.34
19,0.0,73.2,1441.1,True,True,False,1,2,75.84736842105262
52,0.0,85.35,4338.6,True,True,True,2,4,83.4346153846154
71,2.0,19.45,1378.45,False,False,False,0,4,19.414788732394367
1,0.0,45.95,45.95,False,False,True,0,0,45.95
52,0.0,50.5,2566.3,False,True,True,4,4,49.35192307692308
6,1.0,25.1,171.0,False,False,False,0,0,28.5
26,1.0,60.7,1597.4,False,False,True,2,3,61.43846153846154
48,1.0,99.0,4744.35,True,True,True,3,3,98.840625
64,1.0,104.4,6721.6,True,False,False,4,4,105.025
